,Unnamed: 0.1,Unnamed: 0,Id,Score,Text
1140,1140,1140,1141,5,My two cats love this cat food more than the kirkland signature brand.  It's also very cheap and affordable cat food at walmart. I would recommend this cat food over meow mix or friskies any day.  Get 9lives dry cat food.  It's one of the better brands out there.
1141,1141,1141,1142,5,One of my kitties is a complete snob when it comes to food and she loves this. Great product to buy.
1142,1142,1142,1143,1,"My cat will NOT eat this food. I don't know why, but it was a waste of money. I was looking for something cheap so I guess you get what you pay for."
1143,1143,1143,1144,5,i love these pop.  these are rather small pops about 1/2 the size of a tootsie pop.  they come in many flavors.  i think this bag is great in the long run.  300 just think Halloween.
1144,1144,1144,1145,5,dum dum lolly pops are the best! they come i lots of kinds and tast really good!
1145,1145,1145,1146,5,"This stuff is great if you're looking for a non-alcoholic vanilla extract...yes this is really a vanilla extract not just a flavor like the essence stuff. I read somewhere on the net that the only reason they can't call it an extract is because it wasn't extracted by alcohol so legally they have to call it a flavor.<br />The smell and color are gorgeous plus its fair trade certified, the texture is a little bit like honey, I think it's the glycerin.<br /><br />Going to buy again for sure."
1146,1146,1146,1147,5,"Not paying attention, I thought this product was simply vanilla extract when I purchased it, tried it in my coffee, and got a shock. Yummy!  I had to go examine the bottle, and realized my yummy mistake.  I wonder what glycerin is, what it's made of...? is it a fat?<br />At any rate, it is delicious!"
1147,1147,1147,1148,2,I like the fact that this vanilla flavor has no alcohol in it so i could add it to my baby's pancakes.  It does not taste the same to me as the regular stuff.  It is rather bland in my opinion.
1148,1148,1148,1149,5,"I prefer the taste of this over the alcohol-based vanilla extracts, particularly in uncooked items and beverages. It has a fairly thick/syrupy consistency."
1149,1149,1149,1150,5,"Raw, Organic, Fair Trade, Tastes Great... What's not to love? My hope is that as more people buy their amazing chocolates that the price will come down a bit."
1150,1150,1150,1151,1,"I just received these bricks today and was very disappointed to find that BOTH of the bricks were broken and unusable as a serving/cooking plate.  They were busted completed in half. They were packaged in one sleeve of small bubble wrap in a shallow box with no other protection or packaging in the box.  I went online to try and return them and they are not eligible for return.  This is the first return I've ever tried to do in over 7 years of purchasing items off of amazon (to the tune of several orders a month!) and yet the one time that I want to return a defective product, I can't do it.  I will be much more careful about what is eligible for returns and what isn't in the future."
1151,1151,1151,1152,5,"Excellent in cereal, or on top icecream sundae. I use them in my ramen noodle hot/sour soup as well.  very very GOOD.  almost a lite peanut flavor.  not too much salt, very lightly seasoned. a must try for anyone wanting a low calorie addition of protien into diet.  even the dog loves them. thinks they are some special treat."
1152,1152,1152,1153,1,"Items in this Gift Basket was delivered to people who called me to say ""could not eat any of it, because everything was old and stale.""  I was sad and disappointed. Time and effort, as well as money to get this, only to find out - terrible."
1153,1153,1153,1154,1,Very disappointed with purchase.  The dates were so dried up where it tasted like leather instead of dates.  Must have been sitting there for a long long time.
1154,1154,1154,1155,2,"I ordered three of the trays (being a date nut) and found that two were old or stale. I admit to not checking the out-of-date on the exterior package, but still - dried out fruit.?! The last tray was fresher, but the experience was soured at that point. I'm disappointed."
1155,1155,1155,1156,1,"Buying this product seems to be almost literally like rolling the dice in a game of craps!<br /><br />My experience with this seems to be similar to the experience of ""Peter R."", unfortunately.<br /><br />The price was excellent.  I ordered mine after the date of "" J. Robert Bois'"" positive experience / review was written but before the date of ""Cindy 2366's"" positive experience / written review.  I bought these & gave them to my Dad, as he *LOVES* dates.  I noticed when I was visiting him, the dried fruit basket was hanging around in his 'fridge a lot longer than any other date basket I had ever ordered for him.<br /><br />Finally I asked him about them.  He said that he did not want to be rude to me or hurt my feelings but....  the dates, well, he was wondering if he should try & eat the seeds in the center & see if they were soft, because the dates themselves were hard as a rock & tasted stale.  I was mortified to say the least...  Then he wanted to know (jokingly) if he had done something to make me mad & I bought these for him as his punishment.  (No, but I had to laugh when he asked about that.)<br />Me personally, I have not tried them.  I will take his word for it!  :)<br /><br />I told him to throw it away or put it out for the squirrels.  After a week of offering the dates,  I picked them up out of his backyard and threw them away.  The squirrels, opossums, & raccoons declined to dine on the dates.<br /><br />It seems to be hit or miss with the ""Broadway Basketeers Irish St. Patrick's Dried Fruit Gift Basket"" purchase.<br /><br />I will not say flat out ""NO!  Do Not Purchase This Item, It is Not Good!""  That is a choice you will have to make on your own.  I just wanted to pass along my experience with the gift basket.<br /><br />Thank Goodness I caught it when it was on special & did not have the full current purchase price invested in the box!  I would have been really sad then!<br /><br />Amazon, as usual, did a fabulous job with the shipping, packaging, and they arrived quickly, in the time frame advertised / promised.<br /><br />Best of luck & I hope others have better experiences than my Dad / I had!<br /><br /><a href=""http://www.amazon.com/gp/product/B004134H9W"">Broadway Basketeers Irish St. Patrick's Dried Fruit Gift Basket</a>"
1156,1156,1156,1157,5,"Bought this for my mom for her birthday, she was dying to open it so we could all try it. It was nice and fresh and everything tasted great! Wish I had bought one for myself!"
1157,1157,1157,1158,5,"These dates were absolutely delicious. I was a little bit worried because the one product review that it had was only one star. But as I looked at all the other date reviews, the trend seemed to be bad reviews in the Fall timeframe. I had these delivered mid-January and must say they were quite exquisite. Many thanks for a great treat at a large dinner party."
1158,1158,1158,1159,3,This tea is a new flavor of black tea by Tazo. It's better than some other brands but not even close to beIng as good as their old flavor of black tea with citrus (which they took off the market). I don't think this tea is worth sending away for because you can buy it locally in most grocery stores.
1159,1159,1159,1160,4,"Expensive, but worth it, and Ive tried every Iced tea out there. Lipton is pretty good too, but this is the best!! Tetleys sux, and many other Iced teas like Bigelow are terrible, but this is great! Like the coffee shop"
1160,1160,1160,1161,5,"I have nine cats and they are crazy about these kibbles! The last thing you want is 20lbs of cat food the cats hate, but I'll be buying them more of this..."
1161,1161,1161,1162,1,This vendor is unscrupulous. She ripped off her cultures from other collectors and shamelessly claims them as her own. She has no conscience and I would highly recommend that you do your purchasing elsewhere.
1162,1162,1162,1163,5,I have used your product for years and find myself in a town where they are sold only in very small bottles.  I am used to buying your product by the half gallon and would like to make my purchases online.  I have tried using other products which pale in comparison to your Original Barbecue Sauce.
1163,1163,1163,1164,5,"If you like soft licorice, these cats aren't for you.<br /><br />A perfect anise-y balance of salty and sweet, these little licorice kitties are perfect! You pop one (or several) in your mouth and let them melt a bit before you embark on your flavorful chewy journey.<br />Hard exterior. Lasts forever if you suck on them. Everlasting licorice Katjes!!<br /><br />Very fresh. Super fast shopping too. Thank you guys!"
1164,1164,1164,1165,3,"After searching for a more constant and less expensive supply of ""real"" licorice over my favorite (more about that later), I decided to try this one based upon other reviews and the description. I have to say that I was disappointed. It is not intense enough and a bit too salty for my preference since all that I noticed was salt and more salt until it got down to the licorice flavor which I would charactize as ""modest"". My all time favorite licorice was discovered years ago while visiting a St. Louis mall has been and remains an excellent choice made by Bissinger's Chocolate Company and they call it French Long Licorice. It is not noticeably salty and packed with flavor without being a sicky-sweet candy. I say that and caution licorice lovers to know their favorite ""type"" of licorice; this is important when reading reviews and purchasing. I was looking for something not American-style junk candy, with actual licorice extract not anise, chewy, lasting, with true strong licorice flavor and no other flavor overtones.<br /><br />As far a Bissinger's is concerned, they do not make this licorice year round nor advertise it on their website or in their catalogs so you have to call their toll free number and ask if it has been in production. It is expensive but well worth it for excellent flavor and lasting ability (I can enjoy one for at least 15 minutes if I don't chew). These are my favorite thing to have when reading a great book and I limit myself to 2 at a sitting for my ""fix""; okay, sometimes 3 if it is a superb book:D.<br />The last time I ordered it they were generous and added a pound of their premium chocolate as a thank-you for being a customer that troubled to find their particular product because I do not live near one of their stores and unless I visit say St. Louis (where it is headquartered) I have to mail-order.Anyway, I prefer my licorice hard and let it soften in my mouth so when I get an order ($56 for 2lbs) I leave it out lightly wrapped for a few days to harden off. That makes it last longer in my mouth and does not affect flavor but that it personal mouth feel preference. It frezes without problems so I will just have to go back to that and pay for my pleasure and stock up :). Licorice-gotta have it!"
1165,1165,1165,1166,5,Very firm small pieces with an intense licorice flavor. I love black licorice and have been trying different gluten free options. I will be ordering more of this one.
1166,1166,1166,1167,2,"I don't know whether it was a fault in the packaging or if they were just past their prime, but they were rock hard and the flavor was not strong enough."
1167,1167,1167,1168,1,"This was a disappointment.  I use other products from this line/manufacturer on a regular basis.  I bought this item as a convenience to carry liquid Stevia in my purse.  The first time I went to use it, the liquid was a dark color...almost black..and I had to throw out the latte I was trying to sweeten.  All the manufacturer's other liquid products are clear, and, in fact, this is titled ""clear liquid"".  It must have been outdated/spoiled. I had already thrown the packing out, so don't know how it was dated.  I tried calling the Amazon supplier, but the call rolled into voice mail.  It's not enough money to spend time following-up, but it was disappointing."
1168,1168,1168,1169,3,Cans are lined w/ material that contains BPA which means the effort to grow the tomatoes organically was a waste of time.<br /><br />12-5-10  I didn't see the liner when I opened a different can from the same case.  I'm scratching my head.
1169,1169,1169,1170,5,"These tomatoes taste like home canned. When summer is over and heirloom tomatoes no longer are available at the farmers market, these serve as an excellent reminder of the past season and a promise of the next. I originally bought these organic tomatoes for my stepfather, whose heart disease dictated a low sodium diet. And they are incredibly low in sodium. But I soon bought them for myself after I tried them just once. When the local organic grocery store and then Sprouts stopped carrying them, I turned to Amazon for a case. They are as much a staple in my pantry as olive oil."
1170,1170,1170,1171,5,"the ingredients are simple and pure and one of the few brands that does not add unnecessary additives.  Generally I like to make my own sauce from scratch, but this is my second choice if I am short on time.  Its taste good and not artificially sweet.  I love the bionaturae products including the tomato paste."
1171,1171,1171,1172,5,"These are the best canned tomatoes I have tasted. They have a fresh flavor, similar to home-canned. This is my second time buying a set. They are a little more acidic/bright, and have a rounder flavor than other tomatoes. Comes with a basil leaf in each can. Note, the 28 oz tins are a better value than the 14 oz ones."
1172,1172,1172,1173,4,"These arent diced, its just mush, But I like the no bpa and would buy again for that reason- but dont expect diced."
1173,1173,1173,1174,5,"Well one of my friends asked for a really big bag of gummy bears, she was very pleased when she opened the box. Than her co-worker really like these gummy bears to."
1174,1174,1174,1175,5,I have been eating these since about 5 years old and are my favorite chips in the world! just dont eat too many of them!
1175,1175,1175,1176,5,"I love these chips and couldn't contain my happiness when I recieved my box!! Love them, if you love spicy foods...get these!!"
1176,1176,1176,1177,1,"I ordered these lollipops for a friends Wizard of Oz themed shower. The arrived packaged well but I noticed the box said they're from ""Oriental Trading Company"".  If I wanted a cheap product that I knew was low quality and from China then I would have bought them directly from their site at $7 for 38 of them!!! However, from the picture these looked well made. The picture is very deceiving and so is the description. They show 16 same-colored lollipops...mine came in a variety of colors. They also gave dimentions that the lollipops were 6""x2"". I noticed they looked a bit small and when I measured they didn't even come to 5"" long, not any of them...even though they're all differnet lengths.  This was very disappointing since I planned to stand them up in a vase of lemon drops. Overall, I'm very disappointed in this product and the seller for not being honest about the product they're providing to consumers."
1177,1177,1177,1178,1,"I purchased these to give to children who come to my place of business.  When they arrived, it says clearly on the back of the individual wrapper ""MADE IN CHINA.""  NO WAY I'm giving these to children if they were manufactured in China, following the whole poisoned pet food debacle.  The fact that these are made in China needs to be highlighted much more clearly."
1178,1178,1178,1179,3,"I ordered 48 lollipops to use as party favors only to be disappointed that the front and back of the candy had writing on it. So I rewrapped them using clear bags purchased from Michaels. Also a few were cracked or broken, so luckily I ordered more than enough. Unwrapped they are so adorable!"
1179,1179,1179,1180,5,I used these and a bunch of other colored lollipops for a friend's birthday and she got a kick out of it.  She had been complaining about feeling old so we threw a kid themed party.  She had a great time.  I don't think it's possible to eat one of these spiral lollipops without feeling like a kid!
1180,1180,1180,1181,5,I used these lollipops for a candy princess costume for my daughter. They came in perfect condition and exactly like the picture shows. They do come in a group of 16...such a great value! I was extremely satisfied!
1181,1181,1181,1182,1,"I purchased these for my candy buffet at my wedding and I'm not impressed at all. I could have saved money by ordering them directly from Oriental Trading Company which is clearly where they came from. they look cheap and they're not as colorful as shown in the picture. the Oriental Trading Company information is on the back of the wrappers on the lollipops. most of the lollipop sticks are bent and two lollipops arrived broken. the box only has 12 lollipops, but in the description it says there's 16. I would have expected that if I knew they were coming from Oriental Trading Company, but that's not in the description, so I feel ripped off."
1182,1182,1182,1183,5,"I had purchased these to go along with a Candyland costume for Halloween.  They shipped quickly and were packaged securely with bubble wrap.  None of the lollipops were broken in transit.<br /><br />It turns out the costume I ordered (from another seller) didn't fit at all and was made of very cheap material so I couldn't even alter it to fit.  Since I had to return the costume, I requested to return these as well.  I was immediately fully refunded without even being asked to ship the lollipops back, so the five stars are so the amazing service.<br /><br />Now I think we'll hand out the lollipops with the rest of our Halloween candy, which I think the kids in our neighborhood will love!"
1183,1183,1183,1184,5,I bought these lollipops for my daughter's 3rd Birthday. They are super cute and the kids loved them. Definitely met my expectations.
1184,1184,1184,1185,5,I got these for my sons 3rd birthday. I got it because I am doing a candy station for his birthday & I wanted to put colorful lollipops as part of the candy station. So this is just perfect for my idea.
1185,1185,1185,1186,1,"These lollipops are not as pictured. They came in assorted colors, some really drab, not the rainbow brights shown in the picture. They are also completely flat rather than being the rolled old fashioned candy style so they look cheap. I need them for a birthday party and I was really disappointed when I received them."
1186,1186,1186,1187,4,"Being the candy-lover that I am, I wanted to buy some cute lollipops that I could pull out of my bag and enjoy whenever I felt like it. For that purpose alone, I'd give them five stars. However- at first lick, the lollipop has a slightly off taste; but this goes away after a minute and is not unbearable or disgusting in any way. I laughed quite a bit at the reviews of outraged individuals because the lollipops are 'Made in China'- I'm not dead/dying/sick. Good enough? As well, the text on the wrapper is fine- I wasn't repulsed by it and I'm not afraid to share. I'd only rewrap them if they were for presentation rather than eating.<br />The colors are not as vivid as in the picture, and the lolipops are not glazed- so they do not have that shiny look that many others have. None of mine came broken, and they were well-wrapped. I'm happy with my purchase and plan on eating them all(minus the few that I share with friends), but I'd try something different next time."
1187,1187,1187,1188,5,"I used this for my daughters candy land birthday party and the kids loved them! They aren't full size, but they are still sooooo cute!!!"
1188,1188,1188,1189,5,Bought these for a birthday and they were perfect--all arrived uncracked and wrapped really well. Super cute and perfect for 4 year olds.
1189,1189,1189,1190,5,"I ordered the lollipops for party favors at my son's 1st birthday party.  The lollipops are 2 inches and I used 1.5 inch ""thank you"" stickers on them.  So cute!  The description states that 16 lollipops are included in the order.  I ordered 2 boxes and only received 12 lollipops in each box.  I contacted the seller's customer service.  I received a response and apology right away.  They promptly corrected the order.  I was pleasantly surprised to receive another full box of 12 and not just the 8 I expected.  The lollipops are wrapped in bubble wrap.  Out of three boxes only one lollipop was cracked.  Not a big deal to me since I did receive an extra box.  Great lollipop at a great price."
1190,1190,1190,1191,1,"I opened this product to find that the lollipops were all broke, I was very disappointed.  They did not package this product in a way that would help keep it from breaking.  You are better off buying them from a store around your area."
1191,1191,1191,1192,5,comical that this is considered a 'toy'.  I bought these as a decoration for a circus themed baby shower and they arrived in perfect condition. I used them in vases surrounded by colored crinkle cut paper and used as centerpieces on the buffet table.  Lots of compliments.  I have kept them and plan to use again for future parties.  these will  not be consumed so no idea how they taste...
1192,1192,1192,1193,4,"Got these as part of a party favor for a rainbow birthday party, so I haven't actually tasted them. The lollipops are cute . . . the wrappers have writing on them, which I wish they didn't (would have been much cuter without the writing). They are a bit smaller than I expected (just slightly larger than a regular lollipop), and a few arrived broken, but really, they were well packaged, and looked cute for the party."
1193,1193,1193,1194,5,"These arrived securely packaged, not even a chip on one lollipop.  They also tasted really good and looked very pretty at my sister's baby shower.  I would buy these again for myself and suggest to future buyers!"
1194,1194,1194,1195,4,"Anyone who has been on a low carb eating program for any period of time will tell you that it gets boring.  We are new to the Dixie Carb Counters line, but I was very pleasantly surprised by the excellent taste.  Some of the other low carb lines (like Atkins) have a terrible aftertaste, or require the user to have a great imagination. (Yes....this is really supposed to be a chocolate bar.)  But the Dixie Carb items are great.  Easy to make, nice portion size, great taste, and no imagination required.  It really is a muffin!  And...no sugar alcohol!  My only issue is that they are a little pricey.  Otherwise perfect!"
1195,1195,1195,1196,4,"I'm going to guess that 'Yuck' didn't mix it up right, because, frankly, these taste surprisingly good considering they're supposed to be lo-carb. They're easy to make, and the non-diabetic in the house thinks they're just as tasty as I do. I do agree that the price is pretty outrageous, though."
1196,1196,1196,1197,1,"This muffin mix is awful,..all you taste is flour and sour cream,.which is used to make these.  It just tastes wierd. I've tried and tried,..<br />there are no good tasting low carb ""treats"",..esp. for diabetics."
1197,1197,1197,1198,5,"I love Salsa and have tried many on the market. I served Dippin Fiesta at a recent Sunday football get together and got rave reviews. Maybe the best Salsa I have ever tasted and served. If you want to taste the best, try this one."
1198,1198,1198,1199,5,"I spent the first five years of my life in Brazil and my American parents both spoke Portuguese fluently and introduced me to Brazilian food and culture. This is one of my favorite foods ever, and the lingering memory I have of Brazil. Fluffy, moist and made out of Tapioca flour, these little rolls are nothing like American cheese bread-- seriously they aren't! Its hard to describe the taste of one these hot out of the oven, and they're just as fabulous cold.<br /><br />Yoki is the best maker of the dry mix, and you just add eggs and oil and pop them in the oven for an easy, delicious treat or side dish. They never turn out wrong."
1199,1199,1199,1200,5,"I made these recently for a holiday party.  I have never seen anything go so fast!<br /><br />They were very easy to make-- just add a few ingredients, mix, and throw them in the oven.  I will definitely be buying and making these again."
1200,1200,1200,1201,5,"These are not as good at Houston's Samba Grill but they tasted great. The texture is different but in lieu of having these on a daily basis, I have found something that I can make. I would surely recommend these to anyonr."
1201,1201,1201,1202,5,Since being gluten free I've tried all types of GF breads and they are all very expensive. Who knew that the brazilians had the bread game on lock with this inexpensive tapioca version of cheese bread! It's custom which is probably why they are all so skinny! lol But I loved it and will be ordering a whole lot more!
1202,1202,1202,1203,5,My item got to my house on time and I was surprised on how well my package was packed. I recommend this store to anyone;)
1203,1203,1203,1204,3,"These are tiny packets. I bought them thinking they were the regular size and are not. My kids love the product, but this particular package was outrageously expensive for tiny packages. I sent them back."
1204,1204,1204,1205,5,"Despite what some think there is a ton of fillers in here (see the ingredient list on the Omaha site), but.... that is not a bad thing in this case. They are not unhealthy fillers and these are very delicious. Our kids just love them. We serve one ball as a serving as that is the perfect healthy carb portion for a meal. 1 piece has the following nutrition just in case you are wondering:<br /><br />Calories: 120<br /><br />Fat: 4.5<br /><br />Trans Fat: 0<br /><br />Sodium: 270<br /><br />Carbohydrate: 17<br /><br />Protein: 3<br /><br />For our dinners we try to keep our carb side to under 5 fat & 25 carb. This fits perfectly & the taste is superb. Baked in the oven, they come out crispy on the outside and moist and tender on the inside. All with no grease. We now keep these on hand instead of french fries. I know they cost more, but they taste better and they are so much healthier. We wait for one of the sales and buy several boxes at a time."
1205,1205,1205,1206,5,"Perfect year round with just about any meat dish, these Omaha Steaks Twice Baked Potatoes are a gourmet delight. The consistency of the whipped potatoes is smooth and the little bits of bacon, peppers and cheese add to the explosion of flavor.  They cook easily in either the conventional oven, or on the grill when wrapped in foil!  Go ahead, treat yourself!"
1206,1206,1206,1207,1,"For christmas I ordered some coupons from my daughters school for $30.00 off Ohama steaks.  I was excited to try them as I have been bombarded with their ads for the last 2 years and I was ready to test them out.  I went on-line and looked at their packages and was so looking forward to receiving my package of fine foods and cook them.  I made my choice and fell for some of the last min. add-ons, by choice.  I went to pay and use the gift cards and well you can only use one at a time, having 2 for $15.00 I naturally thought I was getting $30.00 off the total.  With that said I was still willing to go ahead with the order.  $129.00 later I had ordered one of the package deals and the add-ons.  I received my order ups in 5-7 days packaged in a styro cooler.  packaged in the cooler were several cardboard boxes with vacuumed packaged tiny steaks.  I am a person who loves to grill and do so about 4 nights a week, so I know a little about meat, and how to cook it.  First this is not high end Dry-aged meat or wet aged this is inferior to quality meat that can be bought at a good butcher.  The steaks are about $30.00 a pound after shipping and the high prices.  The Hamburgers are tiny frozen pucks that are dry.  I am so disappointed in the quantity and quality, I really have no words to describe how disappointed I am with this whole deal.  To top everything off I received a e-mail coupon for $20.00 off my next order so the coupon that I purchased was $5.00 more than on-line deals.  Wow Do yourself a favor and spend your money in a good butcher shop of grocery store!!!"
1207,1207,1207,1208,4,"These are actually very tasty.  Pure potatoes with a great texture and no nasty filler ""stuff.""  No bacon, no cheese...just tasty potatoes.  They cook well in either the oven or microwave.  I add a touch of either salt & pepper or fajita seasoning to spice it up.  I rated 4 out of 5 stars because they could be a bit bigger portion.  However, this item is a fairly good value for the money."
1208,1208,1208,1209,3,"These are actually pretty good little potato puffs, and best of all - no CHEESE!  (unless you like that sort of thing, which we don't so it's nice to actually find a potato side dish with no cheese in it).<br /><br />Anyways- - these are surprisingly good and they toast up nicely in the oven in like 10 minutes.  worth it for $10."
1209,1209,1209,1210,4,"They are more potato crockets in the shape of a ball rather than Au Gratin, but nevertheless YUM YUM YUM!"
1210,1210,1210,1211,1,Not happy with the product.  Once they were cooked the potatoes were flat and didn't look any thing like the product picture that was seen.  The shipping cost as much as the potatoes did!
1211,1211,1211,1212,5,I love to order these type of cooked potatoes and they are so great with a steak...
1212,1212,1212,1213,4,I really like this product.  It tasted great and only took a few minutes to make in the microwave.
1213,1213,1213,1214,5,"Very good side dish, easy to make, easy to eat.  As others have said, needs a little spice, but other than that they are delicious!"
1214,1214,1214,1215,5,"excellent - will order again!!  It's nice to be able to order Omaha items from Amazon because Amazon ships SOOO fast, and payments are so convenient."
1215,1215,1215,1216,5,"I was surprised at the size of these potatoes. I have bought them at my local grocery store before and was disappointed that they were so small. These are perfect!! Tasty, cook just right. Love 'em!!"
1216,1216,1216,1217,3,"These potatoes are good.  But i don't know if I'd get them again.  The garlic taste to me was off and strong.  And I LOVE garlic.  Hoping I just got an ""off"" batch."
1217,1217,1217,1218,4,"Excellent and tasty though I thought not enough garlic so I added more. When I order GARLIC I guess I expect more of it.  But perfect if you have guests as it will never offend anyone. Omaha always is sure to do everything to please their customers, a premier company, hard to find anymore."
1218,1218,1218,1219,4,We had these along with Omaha prime rib. Both were great. Two where plenty to fill up. Made them in toaster oven in less then 20 minutes.
1219,1219,1219,1220,4,"I received 4 of these in my first ever Omaha Steaks order that I received today. I wasn't sure what to expect, but so far, I've been pleased. I tore the plastic open, put the frozen potato on a baking sheet in the oven and put it on 350. 45 minutes later it was done and turned out being delicious. The cheese filling was crispy on-top and the potato itself underneath was nice and soft. No way would they come out as good if put in the microwave, so I'd say oven cooking these is definitely the way to go. Now, you can obviously make your own stuffed baked potatoes for far cheaper then what Omaha charges for these alone, but as long as you get a good deal on the Omaha website, these simply make a great addition to any Omaha steaks order. As delicious are they are though, I wouldn't order a box of JUST these off the site due to the added shipping costs. But like I said, as long as they're part of a nicely priced packaged deal, I'll definitely take them. Actually, I probably wouldn't order any packaged deal in the future from Omaha that didn't include these. A big plus, at least for me, is if you check the ingredients list on these, there's no partially hydrogenated oils, so there's no traces of trans fats, which is very rare with stuffed baked potatoes. Also no high fructose corn syrup, which is another rarity on a food product like this and is always a plus. If you make your own or buy them frozen from your grocery store for example, chances are, the butter used, sour cream, etc. will be full of chemicals, trans fats & high fructose corn syrup. These, not so much. So there is a definite degree of quality with Omahas stuffed baked potatoes. Each potato does have 8 grams of saturated fat, which is 42% the DRV, but that's obviously to be expected with anything that contains bacon, cheese and sour cream. I was also expecting there to be no fiber, but it turns out there's 3grams of fiber per baked potato half. Another plus. Overall, the stuffed baked potato was very tasty and actually relatively healthy, being made with quality ingredients."
1220,1220,1220,1221,5,These potatoes are really very good.  My husband and I both *love* them.  And way too easy.  We will be buying more of these.
1221,1221,1221,1222,5,"I got these in the mail today, i know right, sounds so weird to say i got hash browns in the mail, haha.  Come in dry ice cooler and were in box all in their own lil plastic bags.  Just stick them on a baking sheet for 35 min. at 400 degrees.  when you get them out of the oven you smell the cheese and it has nice crunchy outside with creamy potato inside, if you want the best side dish to your steak or other meat, hey could even use for breakfast with some eggs and sausage, your choice, this get a 5/5 for taste, 5/5 for presentation, buy these now, great price too, thanks for your time, and thank you omaha steaks, the best at great prices."
1222,1222,1222,1223,4,"January 3, 2011<br /><br />I purchased these potatoes from Omaha Steaks online last week. I was not sure what to expect ... The au gratin potatoes I had seen and tasted before were sliced potatoes with globbs of gooey cheese sauce, and by the looks of them, this certainly wasn't it ... I opened the box and got out my skillet. The first thing that I noticed is that these things were huge ... like a gigantic tater tot. I browned them on both sides about 10 minutes each. To my surprise, they were very tasty. Texture was light fluffy and the potatoes tasted extra fresh .. not frozen or freezer burned. I liked them alot. I think these are perfect for kids ... none of the flavors were overpowering and great texture ... I give these 4 stars."
1223,1223,1223,1224,5,"So so good!  Delicious, easy to prepare food!  I would definitely order again.  Had a gourmet taste, and took only minutes to get ready.  Yum!!!"
1224,1224,1224,1225,4,I like em but nothing unique about the flavor.  basically saves you from having to make them at home... a little pricey but for a treat what the heck
1225,1225,1225,1226,4,They taste pretty good. I eat one of these with some of the poultry selections from Omaha Steaks. It makes a great meal.
1226,1226,1226,1227,5,These potatoes are pretty good. They can be eaten alone or served with a meal. Really like potatoes and this is an easy choice.
1227,1227,1227,1228,3,"Omaha Steaks 8 (5.75 oz.) Stuffed Baked Potatoes<br /> '''<br />The Stuffed Baked Potatoes were unimpressive and<br />lacking in flavor.<br /><br />I tasted no bacon or chives.<br /><br />However, they do make an attractive addition to a<br />meal."
1228,1228,1228,1229,3,Potatoes were good. Two 12 oz trays will be enough for 4 adults so really not worth the money honestly. $10 for two little trays is a lot even for the ease and quality. Like I said they were good and easy to prepare and thankfully only four of us for x-mas dinner today or I wouldn't have had enough. 24 oz. of potatoes sounds bigger then it is lol. (not Omaha's fault)
1229,1229,1229,1230,5,"I prepare these baked potatoes in a toaster oven. They are the perfect compliment to a hamburger, steak or chicken entree. Try them. You'll like them!"
1230,1230,1230,1231,5,Very good transaction and Omaha food was sent properly.  I already left one feedback.
1231,1231,1231,1232,5,These potatoes are very good along with all their steaks and hamburgers.  I would definately recommend Omaha Steaks to anyone looking for a gourmet dinner at a reasonable price!
1232,1232,1232,1233,5,"I'm a big fan of Outburst Energy Bites, and the peanut ones are probably my favorite. They're reasonably priced and a great snack. Think of peanut M&M's and a coffee all at once. Since they taste so good, it is very tempting to eat the whole box. They claim it's a lot of caffeine, but it doesn't feel like more than a big coffee or a large energy drink, so I usually give in to the temptation!<br /><br />I highly recommend these!"
1233,1233,1233,1234,5,ENERGY BITES F'ING RIP YOUR FACE OFF WITH MOLTEN LAVA ENERGY.<br /><br />INFINITY ENERGY TO THE F'ING MAX.  I ATE A WHOLE BOX ONCE AND THREW A CAR AT A BABY.<br /><br />F'ING RAVE.<br /><br />SERIOUSLY THESE ARE GREAT.
1234,1234,1234,1235,3,a $5000.00 diamond would be cheaper to ship than a $5000.00 car!  I don't buy from any supplier that ships by price.<br />This item is $7.95 then you pay $11.95 for up to $20.00 for shipping? No way I would pay that for one jar.
1235,1235,1235,1236,1,Where's the ingredient list for this product?  Thought all foods were supposed to have it.  Would never buy any food without first knowing what's in it!
1236,1236,1236,1237,5,"I originally found this Roasted Garlic Juice at one of those roadside shops that sell a variety of foodstuffs, plants and ice cream. That was about a year ago and unfortunately, the place is now out of business. I was getting low on it and was glad to find it here on Amazon, as I couldn't find anything even close at any grocery store in a 50-mile radius. Store Managers were saying they never heard of pure garlic juice. I told them if they carried it, they would sell a lot.<br /><br />I have used this product for many dishes and marinades and the flavor can't be beat! It is pungent yet smooth and will bring out the flavor in any meat or dish you can imagine. I prefer the Roasted over the Cold Pressed, but both are great in their own way. It's nice to be able to pour or spray.<br /><br />Bottom line: If you are a garlic lover, buy this!!!!!"
1237,1237,1237,1238,4,"It's a great product- especially if you like garlic! No need for ""slicing & dicing! (Which is a good thing when your right side is ""stroke paralized""!) Just garlic too- not an ""oily & salty product"" Just plain or roasted GARLIC ! And it lasts a long time too!"
1238,1238,1238,1239,5,"I love my garlic spray so much, that i ordered more! I grow garlic, but I don't even bother juicing them anymore, not with this product. There are 150 cloves in every bottle. Thats a lot of yummy garlic..."
